% Model:              cell.mph
% Version:            COMSOL 5.0.0.243
% Date:               Nov 18 2019, 16:22
% Dimension:          3
% Nodes:              24521
% Expressions:        3
% Description:        Potentiel électrique, Potentiel électrique, Potentiel électrique
% Length unit:        µm
% x                       y                        z                        V (V)                    V2 (V)                   V3 (V)
0                         0                        721.1374449095246        -484.14397072462276      0.8782983242533182       0.12140415389662652
0                         0                        733.6488513122221        -484.6581742593759       0.8757301774301677       0.12397317067451578
0                         0                        746.1602577149196        -485.17237779413733      0.8731620306070169       0.12654218745240275
0                         0                        758.671664117617         -485.6865813289016       0.8705938837838663       0.12911120423028885
0                         0                        771.1830705203142        -486.2007848636677       0.8680257369607158       0.13168022100817445
0                         0                        783.6944769230118        -486.7149883984343       0.8654575901375654       0.13424923778606
0                         0                        796.2058833257095        -487.22919193320143      0.8628894433144152       0.1368182545639454
0                         0                        808.7172897284066        -487.7433954679684       0.8603212964912648       0.13938727134183068
0                         0                        821.228696131104         -488.2575990027354       0.8577531496681142       0.14195628811971597
0                         0                        833.7401025338016        -488.7718025375024       0.855185002844964        0.14452530489760135
0                         0                        846.2515089364992        -489.2860060722696       0.8526168560218136       0.14709432167548667
0                         0                        858.7629153391966        -489.80020960703683      0.8500487091986637       0.14966333845337199
0                         0                        871.2743217418941        -490.3144131418044       0.847480562375514        0.15223235523125725
0                         0                        883.7857281445918        -490.828616676572        0.8449124155523642       0.15480137200914262
0                         0                        896.2971345472893        -491.3428202113396       0.842344268729214        0.1573703887870279
0                         0                        908.8085409499867        -491.857023746107        0.8397761219060642       0.1599394055649132
0                         0                        921.319947352684         -492.3712272808744       0.8372079750829141       0.16250842234279847
0                         0                        933.8313537553815        -492.8854308156416       0.8346398282597638       0.16507743912068384
0                         0                        946.3427601580789        -493.3996343504087       0.8320716814366131       0.16764645589856908
0                         0                        958.8541665607765        -493.91383788517595      0.8295035346134633       0.17021547267645448
0                         0                        971.3655729634742        -494.4280414199433       0.8269353877903132       0.1727844894543398
0                         0                        983.8769793661716        -494.94224495471053      0.8243672409671632       0.17535350623222512
0                         0                        996.3883857688691        -495.456448489478        0.821799094144013        0.17792252301011044
0                         0                        1008.8997921715666       -495.97065202424534      0.8192309473208631       0.18049153978799576
0                         0                        1021.4111985742641       -496.4848555590128       0.8166628004977132       0.183060556565881
0                         0                        1033.9226049769616       -496.99905909378003      0.8140946536745629       0.1856295733437664
0                         0                        1046.434011379659        -497.5132626285473       0.8115265068514128       0.1881985901216517
0                         0                        1058.9454177823563       -498.0274661633146       0.8089583600282628       0.190767606899537
0                         0                        1071.4568241850538       -498.541669698082        0.8063902132051126       0.19333662367742233
0                         0                        1083.9682305877513       -499.05587323284925      0.8038220663819625       0.19590564045530767
0                         0                        1096.4796369904486       -499.5700767676166       0.8012539195588123       0.19847465723319294
0                         0                        1108.9910433931461       -500.0842803023839       0.7986857727356624       0.20104367401107825
0                         0                        1121.5024497958436       -500.5984838371513       0.7961176259125123       0.20361269078896355
0                         0                        1134.0138561985411       -501.1126873719185       0.7935494790893622       0.20618170756684892
0                         0                        1146.5252626012389       -501.6268909066858       0.7909813322662121       0.2087507243447342
0                         0                        1159.0366690039364       -502.14109444145316      0.7884131854430619       0.21131974112261961
0                         0                        1171.5480754066339       -502.6552979762205       0.7858450386199117       0.2138887579005049
0                         0                        1184.0594818093311       -503.16950151098774      0.7832768917967617       0.21645777467839025
0                         0                        1196.5708882120289       -503.6837050457551       0.7807087449736115       0.21902679145627552
0                         0                        1209.0822946147264       -504.1979085805223       0.7781405981504615       0.22159580823416083
0                         0                        1221.5937010174239       -504.71211211528964      0.7755724513273112       0.22416482501204607
0                         0                        1234.1051074201214       -505.22631565005696      0.7730043045041614       0.22673384178993147
0                         0                        1246.616513822819        -505.7405191848243       0.7704361576810109       0.22930285856781676
0                         0                        1259.1279202255164       -506.2547227195916       0.767868010857861        0.23187187534570214
0                         0                        1271.6393266282137       -506.768926254359        0.765299864034711        0.2344408921235874
0                         0                        1284.1507330309114       -507.28312978912624      0.7627317172115609       0.2370099089014728
0                         0                        1296.6621394336091       -507.79733332389344      0.7601635703884106       0.23957892567935815
0                         0                        1309.1735458363064       -508.3115368586608       0.7575954235652608       0.24214794245724344
0                         0                        1321.684952239004        -508.82574039342813      0.7550272767421105       0.24471695923512876
0                         0                        1334.1963586417014       -509.33994392819545      0.7524591299189607       0.2472859760130141
0                         0                        1346.707765044399        -509.85414746296277      0.7498909830958106       0.24985499279089946
0                         0                        1359.2191714470964       -510.36835099773015      0.7473228362726603       0.25242400956878475
0                         0                        1371.7305778497941       -510.8825545324975       0.7447546894495103       0.25499302634667004
0                         0                        1384.2419842524914       -511.3967580672649       0.7421865426263602       0.25756204312455533
0                         0                        1396.753390655189        -511.9109616020323       0.7396183958032099       0.2601310599024406
0                         0                        1409.2647970578864       -512.4251651367997       0.7370502489800597       0.26270007668032586
0                         0                        1421.776203460584        -512.9393686715674       0.7344821021569092       0.265269093458211
0                         0                        1434.2876098632814       -513.4535722063346       0.7319139553337594       0.26783811023609644
0                         0                        1446.7990162659792       -513.967775741102        0.7293458085106088       0.2704071270139817
0                         0                        1459.3104226686764       -514.4819792758693       0.726777661687459        0.272976143791867
0                         0                        1471.821829071374        -514.9961828106367       0.7242095148643085       0.27554516056975226
0                         0                        1484.3332354740712       -515.510386345404        0.7216413680411587       0.2781141773476376
0                         0                        1496.8446418767685       -516.0245898801714       0.7190732212180083       0.2806831941255228
0                         0                        1509.3560482794662       -516.5387934149387       0.7165050743948584       0.2832522109034082
0                         0                        1521.867454682164        -517.0529969497062       0.7139369275717079       0.2858212276812934
0                         0                        1534.3788610848615       -517.5672004844733       0.7113687807485581       0.2883902444591788
0                         0                        1546.8902674875592       -518.0814040192408       0.7088006339254075       0.2909592612370641
0                         0                        1559.4016738902562       -518.5956075540081       0.7062324871022579       0.2935282780149494
0                         0                        1571.9130802929535       -519.1098110887755       0.7036643402791073       0.2960972947928346
0                         0                        1584.4244866956512       -519.6240146235427       0.7010961934559576       0.29866631157072
0                         0                        1596.935893098349        -520.1382181583102       0.6985280466328069       0.3012353283486053
0                         0                        1609.4472995010465       -520.6524216930775       0.6959598998096571       0.3038043451264907
0                         0                        1621.958705903744        -521.166625227845        0.6933917529865068       0.306373361904376
0                         0                        1634.4701123064413       -521.6808287626121       0.690823606163357        0.30894237868226126
0                         0                        1646.9815187091388       -522.1950322973797       0.6882554593402065       0.31151139546014645
0                         0                        1659.4929251118363       -522.7092358321469       0.6856873125170567       0.31408041223803185
0                         0                        1672.0043315145335       -523.2234393669142       0.6831191656939062       0.316649429015917
0                         0                        1684.515737917231        -523.7376429016815       0.6805510188707564       0.3192184457938024
0                         0                        1697.0271443199285       -524.251846436449        0.6779828720476059       0.32178746257168767
0                         0                        1709.538550722626        -524.7660499712163       0.675414725224456        0.324356479349573
0                         0                        1722.0499571253235       -525.2802535059838       0.6728465784013055       0.3269254961274582
0                         0                        1734.5613635280208       -525.794457040751        0.6702784315781558       0.3294945129053436
0                         0                        1747.072769930718        -526.3086605755185       0.6677102847550052       0.3320635296832288
0                         0                        1759.584176333416        -526.8228641102858       0.6651421379318555       0.33463254646111423
0                         0                        1772.0955827361138       -527.3370676450533       0.6625739911087049       0.3372015632389994
0                         0                        1784.606989138811        -527.8512711798204       0.660005844285555        0.3397705800168848
0                         0                        1797.1183955415083       -528.365474714588        0.6574376974624047       0.34233959679477
0                         0                        1809.629801944206        -528.8796782493552       0.6548695506392547       0.34490861357265545
0                         0                        1822.1412083469038       -529.3938817841226       0.6523014038161042       0.3474776303505407
0                         0                        1834.652614749601        -529.9080853188899       0.6497332569929545       0.35004664712842604
0                         0                        1847.1640211522981       -530.4222888536574       0.647165110169804        0.35261566390631105
0                         0                        1859.675427554996        -530.9364923884247       0.6445969633466541       0.3551846806841966
0                         0                        1872.186833957694        -531.4506959231921       0.6420288165235034       0.3577536974620819
0                         0                        1884.6982403603913       -531.9648994579594       0.6394606697003536       0.3603227142399672
0                         0                        1897.2096467630886       -532.4791029927268       0.636892522877203        0.3628917310178524
0                         0                        1909.7210531657859       -532.993306527494        0.6343243760540533       0.3654607477957377
0                         0                        1922.232459568483        -533.5075100622615       0.6317562292309028       0.36802976457362274
0                         0                        1934.743865971181        -534.0217135970288       0.6291880824077529       0.3705987813515083
0                         0                        1947.2552723738788       -534.5359171317964       0.6266199355846024       0.37316779812939366
0                         0                        1959.766678776576        -535.0501206665637       0.6240517887614525       0.37573681490727895
0                         0                        1972.278085179273        -535.5643242013311       0.6214836419383021       0.37830583168516396
0                         0                        1984.7894915819707       -536.0785277360983       0.6189154951151522       0.3808748484630495
0                         0                        1997.300897984668        -536.5927312708659       0.6163473482920017       0.38344386524093466
0                         0                        2009.8123043873652       -537.106934805633        0.6137792014688519       0.38601288201881995
0                         0                        2022.3237107900625       -537.6211383404006       0.6112110546457014       0.388581898796705
0                         0                        2034.8351171927602       -538.1353418751679       0.6086429078225515       0.39115091557459053
0                         0                        2047.346523595458        -538.6495454099355       0.6060747609994008       0.3937199323524757
0                         0                        2059.8579299981557       -539.1637489447028       0.603506614176251        0.3962889491303612
0                         0                        2072.369336400853        -539.6779524794703       0.6009384673531004       0.39885796590824635
0                         0                        2084.8807428035507       -540.1921560142375       0.5983703205299504       0.40142698268613175
0                         0                        2097.392149206248        -540.706359549005        0.5958021737067999       0.40399599946401693
0                         0                        2109.9035556089457       -541.2205630837724       0.5932340268836501       0.40656501624190233
0                         0                        2122.4149620116436       -541.73476661854         0.5906658800604995       0.4091340330197876
0                         0                        2134.926368414341        -542.2489701533073       0.5880977332373495       0.41170304979767297
0                         0                        2147.4377748170386       -542.7631736880749       0.585529586414199        0.41427206657555804
0                         0                        2159.949181219736        -543.2773772228421       0.5829614395910491       0.4168410833534435
0                         0                        2172.4605876224336       -543.7915807576096       0.5803932927678986       0.4194101001313286
0                         0                        2184.9719940251302       -544.3057842923769       0.5778251459447488       0.42197911690921386
0                         0                        2197.483400427828        -544.8199878271445       0.5752569991215982       0.4245481336870992
0                         0                        2209.9948068305257       -545.3341913619117       0.5726888522984481       0.4271171504649845
0                         0                        2222.506213233224        -545.8483948966795       0.5701207054752975       0.4296861672428697
0                         0                        2235.0176196359207       -546.3625984314466       0.5675525586521476       0.43225518402075497
0                         0                        2247.529026038618        -546.8768019662142       0.564984411828997        0.4348242007986399
0                         0                        2260.0404324413157       -547.3910055009815       0.5624162650058471       0.43739321757652544
0                         0                        2272.551838844014        -547.9052090357491       0.5598481181826963       0.43996223435441084
0                         0                        2285.063245246711        -548.4194125705164       0.5572799713595464       0.4425312511322961
0                         0                        2297.574651649409        -548.9336161052839       0.5547118245363958       0.4451002679101812
0                         0                        2310.0860580521057       -549.4478196400512       0.5521436777132459       0.4476692846880665
0                         0                        2322.5974644548032       -549.9620231748189       0.5495755308900954       0.4502383014659515
0                         0                        2335.1088708575003       -550.4762267095862       0.5470073840669454       0.45280731824383685
0                         0                        2347.6202772601982       -550.9904302443538       0.5444392372437948       0.4553763350217221
0                         0                        2360.1316836628957       -551.5046337791211       0.5418710904206449       0.4579453517996074
0                         0                        2372.643090065593        -552.0188373138886       0.5393029435974945       0.46051436857749245
0                         0                        2385.1544964682907       -552.533040848656        0.5367347967743442       0.4630833853553778
0                         0                        2397.6659028709882       -553.0472443834236       0.5341666499511936       0.46565240213326303
0                         0                        2410.1773092736858       -553.561447918191        0.5315985031280435       0.4682214189111482
0                         0                        2422.6887156763837       -554.0756514529586       0.5290303563048928       0.47079043568903345
0                         0                        2435.2001220790808       -554.5898549877261       0.5264622094817427       0.4733594524669187
0                         0                        2447.7115284817783       -555.1040585224937       0.5238940626585923       0.4759284692448039
0                         0                        2460.2229348844758       -555.6182620572612       0.5213259158354421       0.4784974860226891
0                         0                        2472.7343412871733       -556.1324655920288       0.5187577690122914       0.48106650280057434
0                         0                        2485.2457476898708       -556.6466691267963       0.5161896221891412       0.48363551957845957
0                         0                        2497.7571540925683       -557.1608726615638       0.5136214753659906       0.48620453635634464
0                         0                        2510.2685604952662       -557.6750761963314       0.5110533285428402       0.48877355313423
0                         0                        2522.779966897964        -558.189279731099        0.5084851817196894       0.4913425699121153
0                         0                        2535.2913733006617       -558.7034832658665       0.5059170348965392       0.49391158669000046
0                         0                        2547.8027797033587       -559.217686800634        0.5033488880733886       0.49648060346788553
0                         0                        2560.3141861060562       -559.7318903354015       0.5007807412502385       0.49904962024577065
0                         0                        2572.8255925087537       -560.2460938701691       0.49821259442708776      0.5016186370236558
0                         0                        2585.336998911451        -560.7602974049366       0.49564444760393755      0.504187653801541
0                         0                        2597.8484053141474       -561.2745009397044       0.4930763007807872       0.506756670579426
0                         0                        2610.359811716846        -561.7887044744718       0.49050815395763664      0.5093256873573113
0                         0                        2622.8712181195438       -562.3029080092396       0.4879400071344859       0.5118947041351966
0                         0                        2635.382624522241        -562.817111544007        0.4853718603113356       0.5144637209130817
0                         0                        2647.894030924938        -563.3313150787745       0.482803713488185        0.5170327376909666
0                         0                        2660.405437327636        -563.8455186135421       0.4802355666650346       0.5196017544688519
0                         0                        2672.9168437303324       -564.3597221483097       0.4776674198418841       0.5221707712467368
0                         0                        2685.428250133031        -564.8739256830773       0.47509927301873345      0.5247397880246223
0                         0                        2697.9396565357283       -565.388129217845        0.4725311261955825       0.5273088048025075
0                         0                        2710.451062938426        -565.9023327526126       0.4699629793724323       0.5298778215803926
0                         0                        2722.962469341123        -566.4165362873802       0.4673948325492816       0.5324468383582778
0                         0                        2735.4738757438204       -566.9307398221478       0.46482668572613123      0.5350158551361629
0                         0                        2747.985282146517        -567.4449433569154       0.46225853890298063      0.5375848719140479
0                         0                        2760.496688549215        -567.959146891683        0.4596903920798301       0.5401538886919331
0                         0                        2773.0080949519124       -568.4733504264506       0.4571222452566793       0.5427229054698183
0                         0                        2785.51950135461         -568.9875539612182       0.45455409843352884      0.5452919222477034
0                         0                        2798.0309077573074       -569.5017574959858       0.4519859516103781       0.5478609390255885
0                         0                        2810.542314160005        -570.0159610307534       0.4494178047872276       0.5504299558034736
0                         0                        2823.053720562702        -570.530164565521        0.44684965796407683      0.5529989725813587
0                         0                        2835.5651269654          -571.0443681002887       0.44428151114092623      0.5555679893592439
0                         0                        2848.0765333680974       -571.5585716350564       0.44171336431777547      0.5581370061371289
0                         0                        2860.587939770795        -572.072775169824        0.43914521749462476      0.5607060229150141
0                         0                        2873.099346173492        -572.5869787045917       0.4365770706714741       0.5632750396928992
0                         0                        2885.61075257619         -573.1011822393593       0.43400892384832346      0.5658440564707844
0                         0                        2898.1221589788875       -573.615385774127        0.4314407770251724       0.5684130732486694
0                         0                        2910.633565381585        -574.1295893088947       0.4288726302020219       0.5709820900265546
0                         0                        2923.144971784283        -574.6437928436625       0.4263044833788708       0.5735511068044398
0                         0                        2935.65637818698         -575.15799637843         0.42373633655572024      0.5761201235823249
0                         0                        2948.167784589677        -575.6721999131977       0.4211681897325694       0.5786891403602098
0                         0                        2960.679190992375        -576.1864034479654       0.41860004290941866      0.581258157138095
0                         0                        2973.1905973950725       -576.7006069827331       0.4160318960862676       0.5838271739159803
0                         0                        2985.7020037977695       -577.2148105175007       0.413463749263117        0.5863961906938652
0                         0                        2998.2134102004675       -577.7290140522683       0.4108956024399659       0.5889652074717501
0                         0                        3010.7248166031645       -578.243217587036        0.40832745561681527      0.5915342242496353
0                         0                        3023.2362230058625       -578.7574211218038       0.4057593087936642       0.5941032410275203
0                         0                        3035.7476294085595       -579.2716246565714       0.4031911619705136       0.5966722578054054
0                         0                        3048.259035811257        -579.7858281913391       0.4006230151473625       0.5992412745832904
0                         0                        3060.7704422139545       -580.3000317261068       0.39805486832421166      0.6018102913611756
0                         0                        3073.281848616653        -580.8142352608746       0.3954867215010603       0.6043793081390608
0                         0                        3085.7932550193505       -581.3284387956422       0.3929185746779095       0.606948324916946
0                         0                        3098.3046614220484       -581.8426423304101       0.39035042785475843      0.609517341694831
0                         0                        3110.816067824745        -582.3568458651777       0.38778228103160767      0.612086358472716
0                         0                        3123.3274742274425       -582.8710493999455       0.38521413420845657      0.6146553752506011
0                         0                        3135.838880630139        -583.385252934713        0.3826459873853058       0.6172243920284859
0                         0                        3148.3502870328366       -583.8994564694808       0.3800778405621546       0.6197934088063707
0                         0                        3160.8616934355337       -584.4136600042483       0.377509693739004        0.622362425584256
0                         0                        3173.3730998382316       -584.9278635390164       0.37494154691585274      0.6249314423621409
0                         0                        3185.884506240929        -585.442067073784        0.3723734000927017       0.6275004591400261
0                         0                        3198.395912643627        -585.9562706085517       0.3698052532695502       0.6300694759179111
0                         0                        3210.907319046324        -586.4704741433194       0.36723710644639934      0.6326384926957961
0                         0                        3223.4187254490216       -586.9846776780872       0.36466895962324797      0.635207509473681
0                         0                        3235.930131851719        -587.4988812128548       0.3621008128000971       0.6377765262515661
0                         0                        3248.4415382544166       -588.0130847476227       0.3595326659769456       0.6403455430294512
0                         0                        3260.952944657114        -588.5272882823904       0.3569645191537945       0.6429145598073364
0                         0                        3273.464351059812        -589.0414918171581       0.35439637233064303      0.6454835765852213
0                         0                        3285.97575746251         -589.5556953519258       0.35182822550749177      0.6480525933631064
0                         0                        3298.487163865208        -590.0698988866935       0.3492600786843401       0.6506216101409915
0                         0                        3310.998570267905        -590.5841024214612       0.3466919318611892       0.6531906269188763
0                         0                        3323.5099766706026       -591.098305956229        0.3441237850380376       0.6557596436967613
0                         0                        3336.0213830733          -591.6125094909968       0.3415556382148865       0.6583286604746462
0                         0                        3348.5327894759976       -592.1267130257646       0.3389874913917347       0.6608976772525313
0                         0                        3361.044195878695        -592.6409165605324       0.3364193445685835       0.6634666940304162
0                         0                        3373.5556022813926       -593.1551200953003       0.3338511977454316       0.6660357108083012
0                         0                        3386.06700868409         -593.6693236300679       0.33128305092228055      0.6686047275861862
0                         0                        3398.578415086788        -594.1835271648357       0.32871490409912857      0.6711737443640712
0                         0                        3411.089821489485        -594.6977306996033       0.32614675727597753      0.6737427611419562
0                         0                        3423.6012278921817       -595.2119342343711       0.3235786104528258       0.6763117779198408
0                         0                        3436.11263429488         -595.7261377691387       0.32101046362967484      0.6788807946977262
0                         0                        3448.624040697578        -596.2403413039066       0.31844231680652274      0.6814498114756111
0                         0                        3461.1354471002755       -596.7545448386743       0.3158741699833716       0.6840188282534962
0                         0                        3473.646853502973        -597.2687483734422       0.3133060231602194       0.6865878450313811
0                         0                        3486.15825990567         -597.78295190821         0.310737876337068        0.6891568618092659
0                         0                        3498.669666308367        -598.2971554429778       0.3081697295139159       0.6917258785871506
0                         0                        3511.181072711065        -598.8113589777453       0.305601582690765        0.6942948953650359
0                         0                        3523.6924791137626       -599.3255625125131       0.3030334358676128       0.6968639121429209
0                         0                        3536.203885516461        -599.8397660472808       0.3004652890444614       0.699432928920806
0                         0                        3548.715291919158        -600.3539695820488       0.2978971422213092       0.7020019456986909
0                         0                        3561.226698321856        -600.8681731168165       0.29532899539815777      0.7045709624765758
0                         0                        3573.738104724553        -601.3823766515844       0.29276084857500545      0.7071399792544605
0                         0                        3586.249511127251        -601.8965801863521       0.29019270175185374      0.7097089960323455
0                         0                        3598.7609175299476       -602.4107837211201       0.2876245549287016       0.7122780128102304
0                         0                        3611.272323932646        -602.9249872558876       0.2850564081055502       0.7148470295881154
0                         0                        3623.783730335343        -603.4391907906555       0.282488261282398        0.7174160463660002
0                         0                        3636.29513673804         -603.9533943254231       0.2799201144592466       0.7199850631438851
0                         0                        3648.8065431407367       -604.467597860191        0.2773519676360942       0.7225540799217699
